ud_id,full_name,position,team,proj,adp,pos_max_proj,proxy_proj,pff_id,ep,notd_ep,noscramb_ep,notd_noscramb_ep,team_ep,team_ppg,team_fpoe,game_recency,min_ppg,min_ep,min_notd_ep,min_noscramb_ep,min_notd_noscramb_ep,min_team_ep,min_team_ppg,min_team_fpoe,min_game_recency,max_ppg,max_ep,max_notd_ep,max_noscramb_ep,max_notd_noscramb_ep,max_team_ep,max_team_ppg,max_team_fpoe,max_game_recency,ppg
14752cac-ba74-489e-b329-d8c947d20bf0,Calvin Ridley,WR,ATL,15.9,13.5,17.14,0.93,48262,14.923529411764706,11.113882352941177,14.923529411764706,11.113882352941177,87.62352941176471,84.05882352941177,-0.33197335344394174,1,0,7.1,5.3991999999999996,7.1,5.3991999999999996,68.7,45.2,-2.3454545454545457,1,29.4,25,19.8736,25,19.8736,107.5,116.8,2.7272727272727275,1,15.66470588235294
6ab5e718-0bf1-452c-9751-7da35db5040d,DeAndre Hopkins,WR,ARI,15.45,14.8,17.14,0.9,7808,14.429411764705883,11.749176470588235,14.429411764705883,11.749176470588235,85.98823529411764,87.15294117647059,0.16043077837195494,1,4.5,4.3,4.2424,4.3,4.2424,62.5,50.2,-3.9454545454545453,1,27.5,21.2,18.127200000000002,21.2,18.127200000000002,110.5,118.3,3.5624999999999996,1,14.741176470588236
89934e03-aeea-48ce-aedf-1921375c3309,Nick Chubb,RB,CLE,14.35,15.2,19.75,0.725,45783,12.141176470588235,8.470023529411765,12.141176470588235,8.470023529411765,77.98823529411764,83.25882352941176,0.6193884220354808,1,4.3,2.8,2.8,2.8,2.8,47.4,53.6,-3.3000000000000003,1,25.8,20.3,12.0008,20.3,12.0008,100.10000000000001,120.5,3.6333333333333333,1,15.529411764705882
85042f1d-6412-437d-a084-d8a81fcc2998,Antonio Gibson,RB,WAS,12.66,15.9,19.75,0.64,78050,11.646666666666667,8.225706666666667,11.646666666666667,8.225706666666667,78.38,73.96000000000001,-0.4599158249158249,1,1.4,0.9,0.9,0.9,0.9,48.7,34.4,-3.825,1,34.1,21.8,14.9792,21.8,14.9792,107.4,100.5,2.5555555555555554,1,12.846666666666668
c806c4a0-893a-4797-8e71-78ee908bf72d,Jonathan Taylor,RB,IND,15.41,17.4,19.75,0.78,57488,13.80625,9.12835,13.80625,9.12835,81.725,83.11875,0.08736256798756802,1,4.1,8.1,3.84,8.1,3.84,62.3,54.9,-1.73,1,37.9,23.3,14.420000000000002,23.3,14.420000000000002,112.5,107.3,2.190909090909091,1,15.7625
77e50362-0993-45c3-b62b-535603702815,DK Metcalf,WR,SEA,14.83,18.1,17.14,0.865,47864,12.382352941176471,9.301882352941176,12.382352941176471,9.301882352941176,83.05882352941177,89.67647058823529,0.581010101010101,1,3.3,5.6,4.3904,5.6,4.3904,56.6,59,-2.8,1,34.1,23.9,16.9912,23.9,16.9912,116,123.8,4.76,1,15.052941176470588
f74e006b-22ee-4c75-b49b-7d852608e0e4,Joe Mixon,RB,CIN,13.81,19.9,19.75,0.7000000000000001,11803,16.147058823529413,11.289741176470589,16.147058823529413,11.289741176470589,85.84705882352941,70.60588235294118,-1.6464130803836685,1,4.9,8.8,4.847999999999999,8.8,4.847999999999999,51.9,41.1,-4.040000000000001,1,39.1,24.4,17.8424,24.4,17.8424,139.9,117.8,0.29090909090909123,1,15.058823529411764
bbdce1e0-d8ff-4fae-84e2-f5502af4ec88,A.J. Brown,WR,TEN,12.71,20,17.14,0.74,48327,10.288235294117648,7.980847058823529,10.288235294117648,7.980847058823529,74.2,85.5764705882353,1.1069463542992954,1,2.3,3.6,2.6784,3.6,2.6784,50.9,46.7,-0.9700000000000001,1,26.1,16.6,11.646400000000002,16.6,11.646400000000002,99.8,143.5,4.481818181818182,1,13.805882352941177
905c0101-703f-4135-8766-887191888ef6,Najee Harris,RB,PIT,12.74,20.5,19.75,0.645,NA,13.090341000551865,9.370446653292003,13.028969419965406,9.32784199033291,81.89815807077473,83.9677167437663,0.20767677258199785,1,3.591745783495825,5.163074139870574,4.048694705520981,4.966202761573063,3.982989256906399,53.20598839055653,44.54353799978841,-2.723616826638737,1,31.69435680408284,23.851110470319437,15.628502723193971,23.84243240591185,15.569943498447465,110.5278860716533,122.41440884129398,3.5034724230302334,1,NA
0411beb7-13f8-4eef-8efb-b642b32bd87e,Darren Waller,TE,VEG,12.9,22.3,17.06,0.755,9637,12.8,9.469364705882352,12.8,9.469364705882352,83.21764705882353,86.30588235294118,0.26078979843685723,1,1.9,7,3.5984,7,3.5984,57.8,49.1,-2.77,1,38.5,23.2,18.204,23.2,18.204,105.2,115,3.15,1,14.16470588235294
504b7e2e-b51f-4caa-b3fe-7036002edb61,Justin Jefferson,WR,MIN,15.11,23,17.14,0.88,61398,11.46875,9.17915,11.46875,9.17915,79.46875,91.05625,1.3587121212121214,1,3.6,2.9,2.9,2.9,2.9,47.199999999999996,32.3,-2.611111111111111,1,33.1,22.4,14.989600000000001,22.4,14.989600000000001,102.8,125.2,4.487500000000001,1,14.137500000000001
368809c5-5593-4e6f-b5f2-005d746110ed,Clyde Edwards-Helaire,RB,KC,14.31,23.5,19.75,0.725,57279,12.792857142857143,9.218742857142857,12.792857142857143,9.218742857142857,91.50714285714285,102.38571428571429,1.061010517260517,1,4.4,6.5,3.4071999999999996,6.5,3.4071999999999996,69.8,70.4,-0.6333333333333336,1,20.2,24.5,15.1536,24.5,15.1536,111.3,134.4,3.155555555555555,1,11.8
52a430d1-8de7-4205-91a0-754467638584,CeeDee Lamb,WR,DAL,12.68,24.7,17.14,0.74,61570,10.36875,7.9485,10.36875,7.9485,88.4875,82.85625,-0.6520959595959597,1,0.1,3.3,3.2399999999999998,3.3,3.2399999999999998,47.9,28.8,-4.0375000000000005,1,22.7,16.7,13.4744,16.7,13.4744,124.60000000000001,144.29999999999998,3.9,1,10.91875
63496c12-3ffd-47da-9171-91fa2f05f4b0,Keenan Allen,WR,LAC,12.99,25.8,17.14,0.76,7857,13.823529411764707,10.831717647058824,13.823529411764707,10.831717647058824,87.82941176470588,85.17058823529412,-0.3448332060096766,1,2.1,3.8,1.2656,3.8,1.2656,49.9,47.300000000000004,-2.35,1,28.5,27.5,19.8616,27.5,19.8616,106.9,118.7,3.43,1,14.076470588235294
5bcf9b6e-f5e1-4e64-9601-960d07339eed,George Kittle,TE,SF,12.73,26.8,17.06,0.745,11901,10.435294117647059,8.323435294117647,10.435294117647059,8.323435294117647,68.81176470588235,80.71176470588236,1.3250490196078433,1,2.4,1.3,1.3,1.3,1.3,32.9,59.1,-1.6222222222222225,1,32.6,24.3,16.819200000000002,24.3,16.819200000000002,94.5,133.1,5.11,1,11.841176470588236
3c471463-ef3b-494c-8419-b7e7c543d78d,Terry McLaurin,WR,WAS,14.17,27.8,17.14,0.8250000000000001,48229,12.458823529411765,10.503388235294118,12.458823529411765,10.503388235294118,79.89411764705882,73.95294117647059,-0.6195335710041592,1,2.4,4.6,4.2543999999999995,4.6,4.2543999999999995,48.7,31.4,-3.825,1,22,18,17.136,18,17.136,111.8,106.3,2.5555555555555554,1,12.052941176470588
