ud_id,full_name,position,team,proj,adp,pos_max_proj,proxy_proj,pff_id,ep,notd_ep,noscramb_ep,notd_noscramb_ep,team_ep,team_ppg,team_fpoe,game_recency,min_ppg,min_ep,min_notd_ep,min_noscramb_ep,min_notd_noscramb_ep,min_team_ep,min_team_ppg,min_team_fpoe,min_game_recency,max_ppg,max_ep,max_notd_ep,max_noscramb_ep,max_notd_noscramb_ep,max_team_ep,max_team_ppg,max_team_fpoe,max_game_recency,ppg
78a5634d-93aa-4cd9-b1af-dfb829df452c,Christian McCaffrey,RB,CAR,19.75,1,19.75,1,11763,23,15.962933333333334,23,15.962933333333334,92.46666666666667,81.73333333333333,-0.9769260060926727,1,13.7,17.9,12.248,17.9,12.248,84.9,52.300000000000004,-3.8249999999999997,1,33.5,32.3,20.7288,32.3,20.7288,108.89999999999999,107.10000000000001,1.7750000000000004,1,24.666666666666668
a971451b-f89e-498f-a6b4-060854880ed6,Dalvin Cook,RB,MIN,18.92,2.1,19.75,0.96,11796,22.055555555555557,14.217955555555555,22.055555555555557,14.217955555555555,81.47777777777777,93.02222222222223,1.3697699214365884,1,10.2,11.8,7.720000000000001,11.8,7.720000000000001,47.199999999999996,73.2,-0.22727272727272704,1,47.6,31,21.4768,31,21.4768,97.7,106.8,4.487500000000001,1,23.61111111111111
53565b50-b52d-4c4f-bcf7-ee96476f4bbc,Derrick Henry,RB,TEN,17.67,3.8,19.75,0.895,10679,15.655555555555555,11.798222222222222,15.655555555555555,11.798222222222222,73.58888888888889,85.83333333333333,1.2117460317460316,1,6.6,8.2,7.8999999999999995,8.2,7.8999999999999995,53.4,46.7,-0.8727272727272728,1,37.5,23.5,14.26,23.5,14.26,99.8,116.2,3.4454545454545453,1,20.755555555555556
30149020-3a70-47ce-a8e2-b52f0a5770fa,Alvin Kamara,RB,NO,16.63,4.3,19.75,0.84,11822,16.333333333333332,10.344800000000001,16.333333333333332,10.344800000000001,75.76666666666667,81.28888888888889,0.511540404040404,1,5.7,6.4,6.1000000000000005,6.4,6.1000000000000005,51.9,59.800000000000004,-1.1400000000000001,1,54.7,29.5,15.116,29.5,15.116,92.7,119.1,2.2,1,20.58888888888889
c5897583-8409-4f22-a2af-e0eb91deaadd,Ezekiel Elliott,RB,DAL,14.34,5.7,19.75,0.725,10638,14.144444444444444,9.98311111111111,14.144444444444444,9.98311111111111,81.07777777777778,69.36666666666667,-1.3705864197530864,1,4.4,8.9,7.2224,8.9,7.2224,47.9,28.8,-4.0375000000000005,1,18.4,20.8,13.4032,20.8,13.4032,113,113.9,3.9,1,10.222222222222221
e4241c8c-f93e-4cc0-9512-0ed95e81f98d,Travis Kelce,TE,KC,17.06,6.5,17.06,1,7844,17.755555555555556,13.134755555555556,17.755555555555556,13.134755555555556,94.54444444444444,101.11111111111111,0.7462037037037037,1,12.2,13.4,10.444,13.4,10.444,81.3,80.4,-1.6999999999999995,1,30.3,28,16.1344,28,16.1344,111.3,121.89999999999999,3.155555555555555,1,21.144444444444446
60fa6a9f-f875-4f7f-9bdc-8528b10fa2ec,Davante Adams,WR,GB,17.14,6.9,17.14,1,8688,17.333333333333332,11.006933333333333,17.333333333333332,11.006933333333333,82.4888888888889,99.9,1.7125617283950618,1,7.7,12,7.0464,12,7.0464,63.6,71.5,-0.9600000000000001,1,37.7,29.7,14.217600000000001,29.7,14.217600000000001,110.2,117.2,3.89,1,19.844444444444445
1c94a675-56a9-457d-8c67-2d5d603ccc1a,Tyreek Hill,WR,KC,16.12,8.2,17.14,0.9400000000000001,10799,17.988888888888887,13.052622222222222,17.988888888888887,13.052622222222222,94.54444444444444,101.11111111111111,0.7462037037037037,1,8.5,8.6,6.6415999999999995,8.6,6.6415999999999995,81.3,80.4,-1.6999999999999995,1,51.4,34.9,22.208799999999997,34.9,22.208799999999997,111.3,121.89999999999999,3.155555555555555,1,22.044444444444444
0c34def2-b7a8-4bd5-91d7-92fb7620707b,Stefon Diggs,WR,BUF,17.07,10,17.14,0.995,9579,15.71111111111111,12.555911111111111,15.71111111111111,12.555911111111111,91.15555555555555,95.67777777777778,0.32308080808080814,1,7.4,10.6,10.004000000000001,10.6,10.004000000000001,68.9,53.5,-3.0888888888888886,1,37,19.7,15.283199999999999,19.7,15.283199999999999,107.4,124.2,3.672727272727273,1,18.566666666666666
6f5ca433-e04e-47e9-aea3-f49aff710a42,Aaron Jones,RB,GB,15.23,10.3,19.75,0.77,11937,11.833333333333334,8.8533333333333335,11.833333333333334,8.8533333333333335,82.4888888888889,99.9,1.7125617283950618,1,5.4,9.3,7.202400000000001,9.3,7.202400000000001,63.6,71.5,-0.9600000000000001,1,23.3,15.9,12.3,15.9,12.3,110.2,117.2,3.89,1,14.466666666666667
