ud_id,full_name,position,team,proj,adp,pos_max_proj,proxy_proj,pff_id,ep,notd_ep,noscramb_ep,notd_noscramb_ep,team_ep,team_ppg,team_fpoe,game_recency,min_ppg,min_ep,min_notd_ep,min_noscramb_ep,min_notd_noscramb_ep,min_team_ep,min_team_ppg,min_team_fpoe,min_game_recency,max_ppg,max_ep,max_notd_ep,max_noscramb_ep,max_notd_noscramb_ep,max_team_ep,max_team_ppg,max_team_fpoe,max_game_recency,ppg
78a5634d-93aa-4cd9-b1af-dfb829df452c,Christian McCaffrey,RB,CAR,19.75,1,19.75,1,11763,21.45,15.6492,21.45,15.6492,91.33333333333333,79.55,-0.9570556758056757,1,19.3,17.9,12.248,17.9,12.248,84.9,52.300000000000004,-3.8249999999999997,1,33.5,24.7,20.7288,24.7,20.7288,108.89999999999999,107.10000000000001,1.7750000000000004,1,26.583333333333336
a971451b-f89e-498f-a6b4-060854880ed6,Dalvin Cook,RB,MIN,18.92,2.1,19.75,0.96,11796,21.883333333333333,14.013333333333334,21.883333333333333,14.013333333333334,88.75,95.81666666666666,0.8319234006734009,1,10.2,11.8,7.720000000000001,11.8,7.720000000000001,78.2,75.7,-0.22727272727272704,1,24.5,31,21.4768,31,21.4768,97.7,105.2,2.4875000000000007,1,18.916666666666664
53565b50-b52d-4c4f-bcf7-ee96476f4bbc,Derrick Henry,RB,TEN,17.67,3.8,19.75,0.895,10679,15.166666666666666,11.530266666666666,15.166666666666666,11.530266666666666,75.81666666666666,88.13333333333334,1.2554978354978354,1,6.6,8.2,7.8999999999999995,8.2,7.8999999999999995,53.4,46.7,-0.7833333333333333,1,37,23.5,14.26,23.5,14.26,99.8,116.2,3.28,1,19.7
30149020-3a70-47ce-a8e2-b52f0a5770fa,Alvin Kamara,RB,NO,16.63,4.3,19.75,0.84,11822,18.266666666666666,11.962666666666667,18.266666666666666,11.962666666666667,80.08333333333333,89.05,0.826986531986532,1,12,11.1,9.659199999999998,11.1,9.659199999999998,60.8,64,-0.6833333333333332,1,54.7,29.5,15.116,29.5,15.116,92.7,119.1,2.2,1,22.96666666666667
c5897583-8409-4f22-a2af-e0eb91deaadd,Ezekiel Elliott,RB,DAL,14.34,5.7,19.75,0.725,10638,15.183333333333334,10.210533333333334,15.183333333333334,10.210533333333334,86.58333333333334,79.58333333333333,-0.8375925925925927,1,4.4,9.8,7.700000000000001,9.8,7.700000000000001,69.1,57.6,-4.0375000000000005,1,18.4,20.8,13.4032,20.8,13.4032,113,113.9,3.9,1,11.783333333333333
e4241c8c-f93e-4cc0-9512-0ed95e81f98d,Travis Kelce,TE,KC,17.06,6.5,17.06,1,7844,18.3,13.250399999999999,18.3,13.250399999999999,90.68333333333334,93.83333333333334,0.399212962962963,1,16.8,13.4,10.444,13.4,10.444,81.3,80.4,-1.6999999999999995,1,30.3,28,16.1344,28,16.1344,105.2,113.4,2.3874999999999997,1,22.416666666666668
60fa6a9f-f875-4f7f-9bdc-8528b10fa2ec,Davante Adams,WR,GB,17.14,6.9,17.14,1,8688,17.6,11.184,17.6,11.184,84.38333333333334,98.6,1.3788425925925927,1,7.7,12,7.0464,12,7.0464,63.6,71.5,-0.9600000000000001,1,37.7,29.7,14.217600000000001,29.7,14.217600000000001,110.2,117.2,3.89,1,19.05
1c94a675-56a9-457d-8c67-2d5d603ccc1a,Tyreek Hill,WR,KC,16.12,8.2,17.14,0.9400000000000001,10799,14.45,10.6836,14.45,10.6836,90.68333333333334,93.83333333333334,0.399212962962963,1,8.5,8.6,6.6415999999999995,8.6,6.6415999999999995,81.3,80.4,-1.6999999999999995,1,24.6,17.8,13.1424,17.8,13.1424,105.2,113.4,2.3874999999999997,1,16.15
0c34def2-b7a8-4bd5-91d7-92fb7620707b,Stefon Diggs,WR,BUF,17.07,10,17.14,0.995,9579,16.03333333333333,12.778933333333333,16.03333333333333,12.778933333333333,93.08333333333333,99.68333333333334,0.5059175084175084,1,10.7,10.6,10.1968,10.6,10.1968,80.4,53.5,-3.0888888888888886,1,37,19.7,15.283199999999999,19.7,15.283199999999999,107.4,124.2,3.672727272727273,1,20.233333333333334
6f5ca433-e04e-47e9-aea3-f49aff710a42,Aaron Jones,RB,GB,15.23,10.3,19.75,0.77,11937,12.366666666666667,9.011066666666666,12.366666666666667,9.011066666666666,84.38333333333334,98.6,1.3788425925925927,1,5.4,9.3,7.202400000000001,9.3,7.202400000000001,63.6,71.5,-0.9600000000000001,1,23.3,15.9,12.3,15.9,12.3,110.2,117.2,3.89,1,13.883333333333333
